Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-08-25,Transaction at OYO,18518.03,Travell_err,Net Banking,Pune,Credit Card,Debit,Desktop,INR,Service,Yes,Monday,August,Evening
2025-10-04,Transaction at Starbucks,831.16,Food,Debit Card,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Saturday,October,Evening
2025-08-15,Transaction at Taco Bell,494.28,Food,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Restaurant,No,Friday,August,Afternoon
2025-03-10,Transaction at Asus Store,120546.32,Electronics,Credit Card,Bangalore,Current,Debit,Desktop,INR,Retail,No,Monday,March,Morning
2025-08-09,Transaction at Hotstar,381.15,,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Subscription,No,Saturday,August,Afternoon
2025-10-24,Transaction at Barbeque Nation,486.86,Food,Credit Card,Mumbai,Salary,Debit,POS Terminal,INR,Restaurant,No,Friday,October,Night
2025-01-15,Transaction at YouTube Premium,757.57,Entertainment,Credit Card,Delhi,Savings,Debit,Desktop,INR,Subscription,Yes,Wednesday,January,Morning
2025-03-19,Transaction at JioMart,296205.0,Grocerie$,UPI,Pune,Savings,Debit,POS Terminal,INR,Retail,No,Wednesday,March,Night
2025-05-22,Transaction at ACT Fibernet,3647.6,Biills,Credit Card,Pune,Savings,Debit,Mobile,INR,Service,Yes,Thursday,May,Morning
2025-11-01,Transaction at Gas Agency,5916.43,Biills,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Service,Yes,Saturday,November,Evening
2025-09-09,Transaction at Max Fashion,6198.09,,Debit Card,Pune,Current,Debit,POS Terminal,INR,Retail,No,Tuesday,September,Afternoon
2025-12-31,Transaction at OYO,13812.92,Travell_err,Debit Card,Pune,Current,Debit,Mobile,INR,Service,Yes,Wednesday,December,Night
2025-06-06,Transaction at BigBazaar,716.13,Grocerie$,Credit Card,Bangalore,Current,Debit,Desktop,INR,Retail,No,Friday,June,Evening
2025-02-08,Transaction at Saravana Bhavan,1177.64,Food,Credit Card,Mumbai,Savings,Debit,POS Terminal,INR,Restaurant,No,Saturday,February,Morning
2025-03-28,Transaction at HP World,92425.17,Electronics,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Retail,Yes,Friday,March,Night
2025-09-13,Transaction at Star Bazaar,4550.27,Grocerie$,Credit Card,Pune,Salary,Debit,Mobile,INR,Retail,Yes,Saturday,September,Afternoon
2025-10-16,Transaction at 1mg,,Healthcare,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Thursday,October,Night
2025-02-28,Transaction at DMart,1874.67,Grocerie$,Net Banking,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Friday,February,Morning
2025-10-11,Transaction at OYO,22636.62,Travell_err,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Service,No,Saturday,October,Evening
2025-06-04,Transaction at Amazon,,Online Shopping,UPI,Hyderabad,Salary,Debit,POS Terminal,INR,Online Store,Yes,Wednesday,June,Morning
2025-01-11,Transaction at Nature's Basket,4408.14,Grocerie$,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,No,Saturday,January,Morning
2025-09-25,Transaction at Goibibo,19209.41,Travell_err,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,No,Thursday,September,Night
2025-12-21,Transaction at CCD,1075.9,,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,December,Evening
2025-02-11,Transaction at Air India,15467.13,Travell_err,Debit Card,Delhi,Salary,Debit,Desktop,INR,Service,No,Tuesday,February,Morning
2025-04-16,Transaction at Metro Rail,874.88,Transport,Net Banking,Bangalore,Salary,Debit,Mobile,INR,Service,Yes,Wednesday,April,Afternoon
2025-07-09,Transaction at Cream Stone,307.99,Food,Debit Card,Chennai,Salary,Debit,Desktop,INR,Restaurant,Yes,Wednesday,July,Morning
2025-06-04,Transaction at Airtel,3609.1,Biills,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,June,Afternoon
2025-10-31,Transaction at Nike,1900.53,Clothing,Debit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,No,Friday,October,Morning
2025-01-26,Transaction at Air India,6154.26,Travell_err,Credit Card,Delhi,Savings,Debit,POS Terminal,INR,Service,No,Sunday,January,Evening
2025-03-16,Transaction at JioMart,382.49,Grocerie$,Debit Card,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Sunday,March,Afternoon
2025-04-23,Transaction at Flipkart,1042.45,Online Shopping,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Online Store,Yes,Wednesday,April,Morning
2025-11-24,Transaction at Vivo Store,13129482.0,Electronics,UPI,Mumbai,Salary,Debit,POS Terminal,INR,Retail,Yes,Monday,November,Morning
2025-01-21,Transaction at Aster,16579.35,Healthcare,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Service,No,Tuesday,January,Night
2025-04-29,Transaction at Tata Cliq,670.23,Online Shopping,Debit Card,Mumbai,Credit Card,Debit,Mobile,INR,Online Store,No,Tuesday,April,Evening
2025-06-09,Transaction at Meru Cabs,938.22,Transport,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Service,No,Monday,June,Afternoon
2025-06-13,Transaction at Spotify,190.64,Entertainment,UPI,Chennai,Current,Debit,POS Terminal,INR,Subscription,Yes,Friday,June,Afternoon
2025-11-07,Transaction at Meesho,9577.91,Online Shopping,Debit Card,Mumbai,Current,Debit,Mobile,INR,Online Store,No,Friday,November,Afternoon
2025-06-17,Transaction at MakeMyTrip,23456.98,Travell_err,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,June,Night
2025-12-09,Transaction at Kauvery,11814.99,Healthcare,Debit Card,Pune,Current,Debit,Desktop,INR,Service,Yes,Tuesday,December,Morning
2025-08-04,Transaction at IRCTC,20612.82,Travell_err,Net Banking,Pune,Credit Card,Debit,POS Terminal,INR,Service,Yes,Monday,August,Morning
2025-04-20,Transaction at Max Fashion,5712.73,Clothing,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,No,Sunday,April,Night
2025-04-09,Transaction at Ajio,18604.06,Online Shopping,UPI,Bangalore,Credit Card,Debit,POS Terminal,INR,Online Store,No,Wednesday,April,Night
2025-09-14,Transaction at Subway,1271.86,Food,UPI,Pune,Savings,Debit,POS Terminal,INR,Restaurant,No,Sunday,September,Afternoon
2025-07-29,Transaction at Kauvery,7158.58,Healthcare,Credit Card,Kolkata,Salary,Debit,Desktop,INR,Service,No,Tuesday,July,Afternoon
2025-02-17,Transaction at Meru Cabs,1175.04,Transport,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Service,Yes,Monday,February,Evening
2025-08-09,Transaction at RedBus,189.39,Transport,Debit Card,Pune,Savings,Debit,Desktop,INR,Service,Yes,Saturday,August,Evening
2025-10-04,Transaction at Spencers,3583.56,Grocerie$,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Retail,Yes,Saturday,October,Evening
2025-10-25,Transaction at Woodland,3622.92,Clothing,Net Banking,Pune,Current,Debit,POS Terminal,INR,Retail,No,Saturday,October,Evening
2025-10-30,Transaction at Nykaa,11109.14,Online Shopping,UPI,Kolkata,Salary,Debit,Mobile,INR,Online Store,No,Thursday,October,Morning
2025-04-20,Transaction at JioMart,3834.72,Grocerie$,Debit Card,Delhi,Salary,Debit,Desktop,INR,Retail,No,Sunday,April,Evening
2025-08-26,Transaction at Dell Exclusive,75286.09,Electronics,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Retail,Yes,Tuesday,August,Morning
2025-01-01,Transaction at Rapido,1428.32,Transport,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Service,Yes,Wednesday,January,Night
2025-10-12,Transaction at Water Board,4244.44,Biills,Net Banking,Delhi,Savings,Debit,Desktop,INR,Service,No,Sunday,October,Afternoon
2025-11-14,Transaction at Pizza Hut,626.46,Food,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Restaurant,No,Friday,November,Night
2025-11-17,Transaction at Booking.com,24175.46,Travell_err,UPI,Delhi,Salary,Debit,Desktop,INR,Service,No,Monday,November,Afternoon
2025-09-16,Transaction at Pizza Hut,1402.54,Food,Net Banking,Bangalore,Savings,Debit,POS Terminal,INR,Restaurant,No,Tuesday,September,Morning
2025-12-29,Transaction at Jio Fiber,1541.91,Biills,Net Banking,Delhi,Credit Card,Debit,Desktop,INR,Service,No,Monday,December,Evening
2025-01-11,Transaction at TNEB,3437.82,Biills,UPI,Delhi,Savings,Debit,Desktop,INR,Service,No,Saturday,January,Afternoon
2025-04-08,Transaction at Kauvery,18388.08,Healthcare,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Service,Yes,Tuesday,April,Afternoon
2025-05-08,Transaction at Samsung Store,67800.02,,Net Banking,Chennai,Current,Debit,POS Terminal,INR,Retail,Yes,Thursday,May,Afternoon
2025-09-25,Transaction at Saravana Bhavan,663.93,Food,UPI,Kolkata,Current,Debit,Mobile,INR,Restaurant,No,Thursday,September,Evening
2025-05-27,Transaction at Tata Cliq,4127.73,Online Shopping,Net Banking,Hyderabad,Savings,Debit,Mobile,INR,Online Store,No,Tuesday,May,Afternoon
2025-07-06,Transaction at Property Tax Online,,Biills,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,No,Sunday,July,Afternoon
2025-06-11,Transaction at Lenskart,1755.89,Online Shopping,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Online Store,Yes,Wednesday,June,Night
2025-03-16,Transaction at Rapido,119.67,Transport,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Service,Yes,Sunday,March,Night
2025-07-04,Transaction at Barbeque Nation,1361.8,Food,Net Banking,Delhi,Current,Debit,Mobile,INR,Restaurant,Yes,Friday,July,Morning
2025-01-06,Transaction at Reliance Fresh,3096.88,Grocerie$,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Retail,Yes,Monday,January,Morning
2025-09-21,Transaction at Ajio,16538.27,Online Shopping,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Online Store,No,Sunday,September,Afternoon
2025-07-01,Transaction at Spotify,707.35,,Net Banking,Bangalore,Current,Debit,Mobile,INR,Subscription,Yes,Tuesday,July,Night
2025-05-11,Transaction at Samsung Store,28612.1,Electronics,Net Banking,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Sunday,May,Afternoon
2025-12-16,Transaction at Samsung Store,65165.12,Electronics,Debit Card,Bangalore,Salary,Debit,POS Terminal,INR,Retail,Yes,Tuesday,December,Night
2025-01-11,Transaction at H&M,1109.73,Clothing,Net Banking,Chennai,Credit Card,Debit,Mobile,INR,Retail,No,Saturday,January,Morning
2025-04-24,Transaction at Kauvery,18542.17,Healthcare,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Service,No,Thursday,April,Afternoon
2025-03-04,Transaction at IRCTC,6078.19,Travell_err,Net Banking,Bangalore,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,March,Afternoon
2025-10-31,Transaction at CCD,900.73,Food,Net Banking,Mumbai,Current,Debit,Mobile,INR,Restaurant,No,Friday,October,Morning
2025-05-06,Transaction at Hotstar,623.11,Entertainment,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Subscription,No,Tuesday,May,Afternoon
2025-07-05,Transaction at Puma,7087.1,Clothing,UPI,Chennai,Current,Debit,POS Terminal,INR,Retail,No,Saturday,July,Morning
2025-09-05,Transaction at AirAsia,11361.09,Travell_err,Debit Card,Bangalore,Credit Card,Debit,Desktop,INR,Service,No,Friday,September,Morning
2025-01-07,Transaction at Snapdeal,12342.2,Online Shopping,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Online Store,No,Tuesday,January,Night
2025-11-20,Transaction at Max Fashion,4191.03,Clothing,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Retail,No,Thursday,November,Evening
2025-03-16,Transaction at Max Fashion,3116.65,Clothing,Debit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,Yes,Sunday,March,Afternoon
2025-11-25,Transaction at Taco Bell,329.5,Food,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,Yes,Tuesday,November,Night
2025-02-04,Transaction at Asus Store,79899.92,Electronics,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Tuesday,February,Evening
2025-10-08,Transaction at CCD,1133.08,Food,Net Banking,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Wednesday,October,Evening
2025-08-28,Transaction at Apple Music,961.23,Entertainment,UPI,Mumbai,Salary,Debit,Mobile,INR,Subscription,Yes,Thursday,August,Evening
2025-04-01,Transaction at Uber,500.09,Transport,Net Banking,Delhi,Savings,Debit,Mobile,INR,Service,No,Tuesday,April,Night
2025-11-29,Transaction at Netflix,873.93,Entertainment,Debit Card,Bangalore,Salary,Debit,POS Terminal,INR,Subscription,No,Saturday,November,Afternoon
2025-03-24,Transaction at Aha,897.78,Entertainment,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Subscription,No,Monday,March,Morning
2025-03-29,Transaction at Reliance Digital,141229.13,Electronics,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Retail,No,Saturday,March,Evening
2025-12-24,Transaction at YouTube Premium,590.46,Entertainment,Debit Card,Pune,Salary,Debit,Desktop,INR,Subscription,Yes,Wednesday,December,Night
2025-04-27,Transaction at ACT Fibernet,836.11,Biills,Credit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Sunday,April,Evening
2025-08-13,Transaction at JioMart,2453.83,Grocerie$,Debit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Wednesday,August,Evening
2025-09-27,Transaction at CloudNine,,Healthcare,Net Banking,Mumbai,Salary,Debit,Desktop,INR,Service,Yes,Saturday,September,Afternoon
2025-11-21,Transaction at Amazon,14760.41,Online Shopping,UPI,Mumbai,Savings,Debit,Desktop,INR,Online Store,No,Friday,November,Evening
2025-02-11,Transaction at Levis,7586.09,Clothing,Credit Card,Chennai,Salary,Debit,Desktop,INR,Retail,Yes,Tuesday,February,Morning
2025-09-15,Transaction at HP World,91024.07,Electronics,Credit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,No,Monday,September,Afternoon
2025-06-27,Transaction at Flipkart,2532.62,Online Shopping,UPI,Pune,Salary,Debit,POS Terminal,INR,Online Store,Yes,Friday,June,Afternoon
2025-11-13,Transaction at 1mg,13045.28,Healthcare,Credit Card,Mumbai,Salary,Debit,Mobile,INR,Service,No,Thursday,November,Morning
2025-09-04,Transaction at IndiGo,11234.61,Travell_err,Credit Card,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Thursday,September,Afternoon
2025-03-23,Transaction at Max Fashion,1288.64,Clothing,UPI,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,No,Sunday,March,Night
2025-12-24,Transaction at Samsung Store,106358.79,Electronics,UPI,Mumbai,Current,Debit,POS Terminal,INR,Retail,Yes,Wednesday,December,Morning
2025-09-09,Transaction at Asus Store,76796.3,Electronics,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Retail,No,Tuesday,September,Night
2025-11-04,Transaction at HP World,51438.9,Electronics,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Tuesday,November,Afternoon
2025-12-12,Transaction at Yatra,23699.21,Travell_err,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Service,Yes,Friday,December,Night
2025-06-21,Transaction at Nykaa,16570.51,Online Shopping,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Online Store,Yes,Saturday,June,Afternoon
2025-02-10,Transaction at Netflix,228.46,Entertainment,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Subscription,Yes,Monday,February,Evening
2025-05-02,Transaction at Pizza Hut,1186.31,Food,UPI,Hyderabad,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Friday,May,Afternoon
2025-07-22,Transaction at Netflix,279.18,Entertainment,Credit Card,Mumbai,Current,Debit,Desktop,INR,Subscription,Yes,Tuesday,July,Morning
2025-06-03,Transaction at Star Bazaar,4203.64,Grocerie$,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Retail,No,Tuesday,June,Morning
2025-07-31,Transaction at MakeMyTrip,26018.06,Travell_err,UPI,Chennai,Salary,Debit,Desktop,INR,Service,Yes,Thursday,July,Afternoon
2025-12-23,Transaction at TSRTC,310.96,Transport,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Tuesday,December,Night
2025-01-21,Transaction at DMart,549.18,Grocerie$,Credit Card,Chennai,Salary,Debit,POS Terminal,INR,Retail,Yes,Tuesday,January,Evening
2025-01-24,Transaction at BMTC,628.58,Transport,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Service,No,Friday,January,Afternoon
2025-01-07,Transaction at DMart,2621.3,Grocerie$,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Retail,Yes,Tuesday,January,Night
2025-05-01,Transaction at Spotify,708.44,Entertainment,Credit Card,Mumbai,Current,Debit,Desktop,INR,Subscription,No,Thursday,May,Morning
2025-08-26,Transaction at SonyLiv,534.64,Entertainment,Net Banking,Delhi,Savings,Debit,Mobile,INR,Subscription,No,Tuesday,August,Evening
2025-07-19,Transaction at Apollo Pharmacy,1544.61,Healthcare,UPI,Chennai,Salary,Debit,POS Terminal,INR,Service,No,Saturday,July,Night
2025-12-17,Transaction at Woodland,1343.65,Clothing,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,Yes,Wednesday,December,Morning
2025-10-21,Transaction at TSRTC,1222.28,Transport,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,Yes,Tuesday,October,Night
2025-06-08,Transaction at H&M,2579.45,Clothing,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,Yes,Sunday,June,Afternoon
2025-05-11,Transaction at Nike,2049.36,Clothing,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Retail,Yes,Sunday,May,Afternoon
2025-05-15,Transaction at Aha,454.69,Entertainment,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Subscription,No,Thursday,May,Afternoon
2025-08-14,Transaction at Amazon,17944.06,Online Shopping,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Online Store,No,Thursday,August,Morning
2025-02-19,Transaction at ACT Fibernet,5153.24,Biills,Credit Card,Bangalore,Savings,Debit,Mobile,INR,Service,No,Wednesday,February,Evening
2025-08-17,Transaction at Rapido,59.48,Transport,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Service,No,Sunday,August,Morning
2025-12-21,Transaction at Star Bazaar,3804.53,Grocerie$,Debit Card,Bangalore,Salary,Debit,Mobile,INR,Retail,No,Sunday,December,Morning
2025-06-29,Transaction at Kauvery,,Healthcare,Credit Card,Pune,Salary,Debit,Desktop,INR,Service,Yes,Sunday,June,Evening
2025-01-10,Transaction at Nilgiris,,Grocerie$,Credit Card,Pune,Salary,Debit,Desktop,INR,Retail,Yes,Friday,January,Evening
2025-08-16,Transaction at US Polo,7821.25,Clothing,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Retail,Yes,Saturday,August,Evening
2025-12-22,Transaction at Noise,37044.58,Electronics,UPI,Hyderabad,Salary,Debit,POS Terminal,INR,Retail,Yes,Monday,December,Night
2025-04-06,Transaction at Yulu Bikes,1617.91,,UPI,Bangalore,Savings,Debit,Desktop,INR,Service,Yes,Sunday,April,Evening
2025-02-03,Transaction at Croma,59673.32,Electronics,Net Banking,Bangalore,Savings,Debit,Mobile,INR,Retail,Yes,Monday,February,Evening
2025-08-05,Transaction at Aster,4100.19,Healthcare,UPI,Kolkata,Salary,Debit,Desktop,INR,Service,No,Tuesday,August,Night
2025-11-19,Transaction at Air India,23389.28,Travell_err,Debit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,November,Evening
2025-08-09,Transaction at Jio Fiber,,Biills,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Service,Yes,Saturday,August,Afternoon
2025-01-12,Transaction at TSRTC,1738.11,Transport,Credit Card,Mumbai,Salary,Debit,POS Terminal,INR,Service,Yes,Sunday,January,Evening
2025-03-14,Transaction at Sony Center,,Electronics,UPI,Mumbai,Current,Debit,POS Terminal,INR,Retail,Yes,Friday,March,Morning
2025-11-29,Transaction at Nature's Basket,4983.8,Grocerie$,Debit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,No,Saturday,November,Morning
2025-01-23,Transaction at OnePlus,121238.54,,Debit Card,Pune,Credit Card,Debit,Mobile,INR,Retail,No,Thursday,January,Evening
2025-08-13,Transaction at Netflix,536.68,Entertainment,Credit Card,Delhi,Savings,Debit,Desktop,INR,Subscription,Yes,Wednesday,August,Afternoon
2025-01-20,Transaction at Fortis,1634.73,Healthcare,UPI,Mumbai,Salary,Debit,POS Terminal,INR,Service,Yes,Monday,January,Night
2025-03-10,Transaction at Myntra,17349.03,Online Shopping,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Online Store,Yes,Monday,March,Evening
2025-10-28,Transaction at AirAsia,8771.47,Travell_err,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Service,No,Tuesday,October,Night
2025-03-03,Transaction at Ola,1363.23,Transport,Debit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Monday,March,Morning
2025-05-18,Transaction at Paradise Biryani,909.83,Food,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Restaurant,No,Sunday,May,Afternoon
2025-01-22,Transaction at TSRTC,,Transport,UPI,Hyderabad,Salary,Debit,Mobile,INR,Service,No,Wednesday,January,Afternoon
2025-10-09,Transaction at Apple Music,516.14,Entertainment,Net Banking,Pune,Savings,Debit,Desktop,INR,Subscription,Yes,Thursday,October,Night
2025-03-04,Transaction at ACT Fibernet,330.22,Biills,UPI,Hyderabad,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,March,Afternoon
2025-06-01,Transaction at Nilgiris,2879.31,Grocerie$,UPI,Hyderabad,Current,Debit,Desktop,INR,Retail,No,Sunday,June,Evening
2025-05-19,Transaction at Allen Solly,4157.38,Clothing,UPI,Bangalore,Savings,Debit,Desktop,INR,Retail,No,Monday,May,Evening
2025-05-02,Transaction at Meesho,15898.66,Online Shopping,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Online Store,Yes,Friday,May,Night
2025-10-08,Transaction at Vodafone Idea,5746.74,Biills,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Service,No,Wednesday,October,Evening
2025-12-14,Transaction at Jio Fiber,3602.34,Biills,Net Banking,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Sunday,December,Evening
2025-06-05,Transaction at OYO,17056.07,Travell_err,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Thursday,June,Evening
2025-06-07,Transaction at Burger King,781.4,Food,Debit Card,Mumbai,Salary,Debit,Mobile,INR,Restaurant,Yes,Saturday,June,Night
2025-08-08,Transaction at Dell Exclusive,91964.11,Electronics,Credit Card,Pune,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Friday,August,Afternoon
2025-02-06,Transaction at Adidas,3177.24,Clothing,Debit Card,Pune,Current,Debit,Desktop,INR,Retail,No,Thursday,February,Morning
2025-07-26,Transaction at HP World,58886.97,Electronics,Debit Card,Kolkata,Salary,Debit,Mobile,INR,Retail,No,Saturday,July,Morning
2025-10-22,Transaction at Meru Cabs,549.35,Transport,Net Banking,Delhi,Savings,Debit,Mobile,INR,Service,No,Wednesday,October,Night
2025-04-11,Transaction at Yatra,26509.57,Travell_err,Credit Card,Mumbai,Credit Card,Debit,Desktop,INR,Service,No,Friday,April,Night
2025-03-20,Transaction at Nike,,Clothing,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,Yes,Thursday,March,Night
2025-06-12,Transaction at RedBus,1516.84,Transport,Debit Card,Mumbai,Current,Debit,Desktop,INR,Service,Yes,Thursday,June,Morning
2025-04-19,Transaction at Amazon Prime,562.79,Entertainment,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Subscription,No,Saturday,April,Night
2025-10-24,Transaction at Kauvery,4897.9,Healthcare,Net Banking,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,October,Afternoon
2025-07-08,Transaction at PharmEasy,11789.7,Healthcare,Net Banking,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,July,Afternoon
2025-06-20,Transaction at Saravana Bhavan,1113.9,Food,Net Banking,Pune,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Friday,June,Morning
2025-11-27,Transaction at Yulu Bikes,1446.97,Transport,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Service,No,Thursday,November,Morning
2025-06-19,Transaction at BMTC,531.53,Transport,Credit Card,Chennai,Current,Debit,POS Terminal,INR,Service,No,Thursday,June,Evening
2025-11-03,Transaction at Nykaa,17021.38,Online Shopping,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Online Store,No,Monday,November,Night
2025-06-17,Transaction at Asus Store,,Electronics,Debit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,No,Tuesday,June,Afternoon
2025-05-20,Transaction at KFC,568.46,Food,Credit Card,Delhi,Current,Debit,Desktop,INR,Restaurant,Yes,Tuesday,May,Afternoon
2025-12-07,Transaction at Vivo Store,94017.51,Electronics,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,No,Sunday,December,Evening
2025-11-18,Transaction at Pepperfry,12278.68,Online Shopping,UPI,Bangalore,Current,Debit,Mobile,INR,Online Store,No,Tuesday,November,Night
2025-03-22,Transaction at Cream Stone,251.09,Food,Net Banking,Hyderabad,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,March,Night
2025-09-20,Transaction at Aha,470.16,Entertainment,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Subscription,No,Saturday,September,Evening
2025-12-08,Transaction at MakeMyTrip,10212.35,Travell_err,Net Banking,Delhi,Current,Debit,Desktop,INR,Service,No,Monday,December,Night
2025-07-08,Transaction at Aster,18414.59,Healthcare,Net Banking,Hyderabad,Salary,Debit,Mobile,INR,Service,No,Tuesday,July,Evening
2025-12-10,Transaction at Vodafone Idea,1373.64,Biills,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Wednesday,December,Night
2025-03-17,Transaction at H&M,2830.56,Clothing,Credit Card,Mumbai,Current,Debit,Desktop,INR,Retail,Yes,Monday,March,Night
2025-02-02,Transaction at Property Tax Online,4016.36,Biills,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,February,Evening
2025-07-07,Transaction at Goibibo,1328.46,Travell_err,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Monday,July,Afternoon
2025-10-05,Transaction at Amazon Prime,560.99,Entertainment,UPI,Kolkata,Current,Debit,POS Terminal,INR,Subscription,Yes,Sunday,October,Night
2025-09-03,Transaction at More Supermarket,1506.04,Grocerie$,Debit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,No,Wednesday,September,Night
2025-04-20,Transaction at Kauvery,2633.15,Healthcare,Credit Card,Chennai,Salary,Debit,Desktop,INR,Service,Yes,Sunday,April,Evening
2025-05-04,Transaction at Hotstar,262.03,Entertainment,UPI,Hyderabad,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,May,Afternoon
2025-10-11,Transaction at Cream Stone,577.18,Food,Debit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Saturday,October,Afternoon
